   1.0074506e+01   1.1128788e+01   7.4422049e+00   3.7057951e+00
   9.8001659e+00   1.0967062e+01   6.4052677e+00   3.2268566e+00
   9.6797332e+00   1.0870905e+01   7.3419085e+00   2.7740261e+00
   1.2022861e+01   1.1555303e+01   7.6312596e+00   3.1829967e+00
   1.0162763e+01   1.1357008e+01   6.8763954e+00   3.1693934e+00
   9.5223128e+00   1.1284722e+01   7.0208247e+00   3.9310469e+00
   1.0152031e+01   1.1363548e+01   6.9904304e+00   3.1526233e+00
   9.7107314e+00   1.1616514e+01   7.0087165e+00   3.0615932e+00
   9.9042202e+00   1.1392100e+01   7.1150317e+00   3.4088892e+00
   9.5308990e+00   1.1451605e+01   7.4993051e+00   3.0721342e+00
   1.1405827e+01   1.1568506e+01   7.2132667e+00   3.6825010e+00
   1.0880824e+01   1.1092895e+01   6.8384907e+00   3.1195861e+00
   9.6377936e+00   1.1498192e+01   6.8734075e+00   3.3781035e+00
   9.5107993e+00   1.1060836e+01   6.5576060e+00   3.7391155e+00
   1.2485238e+01   1.1156484e+01   7.1211147e+00   2.8167598e+00
   9.5564261e+00   1.1836477e+01   6.9916873e+00   3.2512042e+00
   1.0631932e+01   1.1866403e+01   7.1219696e+00   3.5493934e+00
   1.0416419e+01   1.1215418e+01   7.3469028e+00   2.9375223e+00
   1.0700990e+01   1.1609641e+01   7.3575764e+00   2.9788636e+00
   1.1137273e+01   1.1226096e+01   7.4002408e+00   3.5393024e+00
   1.2311856e+01   1.1754503e+01   7.5633961e+00   3.4375120e+00
   1.0220383e+01   1.1673995e+01   7.1846911e+00   3.2635383e+00
   1.0659835e+01   1.0662674e+01   7.2832437e+00   2.9791934e+00
   9.5219379e+00   1.1471511e+01   7.3463501e+00   3.4852312e+00
   1.0313325e+01   1.1407395e+01   7.5552609e+00   3.2788968e+00
   1.3879348e+01   1.0843584e+01   6.7941766e+00   3.5621317e+00
   1.0126280e+01   1.1650256e+01   7.1645922e+00   3.5613953e+00
   9.6388668e+00   1.1508849e+01   6.8329135e+00   3.0006624e+00
   9.8441552e+00   1.1211657e+01   7.2890573e+00   3.5220432e+00
   1.0463153e+01   1.1860067e+01   7.1405448e+00   3.2070857e+00
   1.0355944e+01   1.1272223e+01   7.2435618e+00   3.1889888e+00
   1.0430157e+01   1.1442686e+01   7.2433743e+00   3.4879124e+00
   9.9235741e+00   1.1846547e+01   6.1947576e+00   2.6147392e+00
   1.2492122e+01   1.1266536e+01   6.7457572e+00   3.3472401e+00
   1.1154074e+01   1.1648824e+01   6.8720942e+00   3.5600337e+00
   1.0632855e+01   1.1331871e+01   6.5528170e+00   3.2203269e+00
   9.7312356e+00   1.1799048e+01   7.3045595e+00   3.1065158e+00
   1.2299221e+01   1.1621608e+01   7.0056773e+00   3.1387649e+00
   1.0224680e+01   1.1257221e+01   6.8012173e+00   3.4731368e+00
   1.1569424e+01   1.1381503e+01   6.7678726e+00   3.9595799e+00
   9.8409964e+00   1.1666717e+01   7.1468274e+00   3.5877124e+00
   1.0674030e+01   1.1355550e+01   6.5573302e+00   2.4846431e+00
   9.4905379e+00   1.1315737e+01   6.9754148e+00   2.9303938e+00
   1.0890683e+01   1.1204360e+01   7.0467976e+00   3.4918167e+00
