   9.1878394e+00   1.1805197e+01   7.2498324e+00   2.9185816e+00
   9.1171545e+00   1.1531398e+01   6.5713559e+00   3.3641784e+00
   9.3349086e+00   1.1931669e+01   7.2942510e+00   2.8442534e+00
   9.9201450e+00   1.1129894e+01   6.9198042e+00   3.2815069e+00
   9.3589756e+00   1.1835744e+01   7.0555864e+00   3.2221830e+00
   9.5581674e+00   1.1437336e+01   7.3914355e+00   3.2913993e+00
   9.4631080e+00   1.1228234e+01   7.7015267e+00   2.8767381e+00
   9.5157492e+00   1.1653093e+01   6.9923369e+00   3.4649885e+00
   8.7111677e+00   1.1201150e+01   6.9305206e+00   3.4706711e+00
   9.8311371e+00   1.2047409e+01   7.1666655e+00   3.0789001e+00
   1.0237889e+01   1.1033403e+01   7.1889945e+00   3.1496678e+00
   9.5847783e+00   1.1318473e+01   7.3519394e+00   3.9416658e+00
   1.0080027e+01   1.1496359e+01   7.0523064e+00   3.3276574e+00
   9.0690296e+00   1.1154604e+01   6.7956288e+00   2.8477503e+00
   1.0205631e+01   1.1273555e+01   6.9315928e+00   2.9443329e+00
   9.7171587e+00   1.1562454e+01   7.0583572e+00   3.5079028e+00
   9.5097889e+00   1.1209279e+01   6.9432535e+00   3.2550835e+00
   9.5244954e+00   1.1517366e+01   6.7849977e+00   3.7357150e+00
   9.8813502e+00   1.1195133e+01   6.7915085e+00   3.2851250e+00
   9.4781166e+00   1.1932190e+01   6.6752171e+00   2.7590253e+00
   9.2245034e+00   1.1596287e+01   6.8391748e+00   2.9696003e+00
   9.2646573e+00   1.1934244e+01   7.0680531e+00   2.8611977e+00
   9.5762027e+00   1.1572587e+01   7.4485107e+00   3.2742805e+00
   9.6920904e+00   1.1371695e+01   7.4199504e+00   3.0487019e+00
   9.4302887e+00   1.1372502e+01   6.7624007e+00   3.3086369e+00
   9.3157940e+00   1.1695722e+01   6.7481848e+00   3.1094961e+00
   9.5645121e+00   1.1455921e+01   6.7266882e+00   3.0893233e+00
   9.4700627e+00   1.1691842e+01   7.0091276e+00   3.1606370e+00
   9.4769676e+00   1.1434939e+01   6.8018424e+00   3.1897689e+00
   9.9877350e+00   1.1531753e+01   7.1222803e+00   3.6281239e+00
   9.7819808e+00   1.1865029e+01   7.1935440e+00   2.8581574e+00
   9.5180081e+00   1.1240085e+01   6.6261999e+00   3.0436344e+00
   9.7421226e+00   1.1105924e+01   6.8072469e+00   2.5032108e+00
   9.9215408e+00   1.1362222e+01   6.8639426e+00   3.0839950e+00
   9.4265313e+00   1.1489602e+01   7.0754751e+00   3.1987485e+00
   9.6746604e+00   1.1812411e+01   7.5000980e+00   3.1760894e+00
   9.2304032e+00   1.1409947e+01   6.7038805e+00   3.0129102e+00
   9.4899685e+00   1.0908426e+01   6.9054364e+00   2.9697019e+00
   9.4101093e+00   1.1174648e+01   7.1234804e+00   3.4118588e+00
   9.8296732e+00   1.1809060e+01   7.0156424e+00   3.1749963e+00
   9.1210743e+00   1.0831283e+01   6.7822905e+00   3.3101741e+00
   9.7780265e+00   1.1425452e+01   6.7812831e+00   3.7394773e+00
   9.4807836e+00   1.0855507e+01   7.0418732e+00   3.4888799e+00
   9.1789446e+00   1.1661980e+01   6.8101588e+00   3.5990838e+00
   8.8901329e+00   1.1723611e+01   7.1518425e+00   3.1237573e+00
   9.6773281e+00   1.1776188e+01   7.2397601e+00   2.9013465e+00
   9.5237845e+00   1.1309565e+01   6.8617322e+00   3.5701455e+00
   9.7873476e+00   1.1215141e+01   6.8785878e+00   2.9674971e+00
   9.5399547e+00   1.1940100e+01   7.5337229e+00   3.5078161e+00
   9.5016908e+00   1.1436747e+01   6.7761628e+00   3.1829357e+00
   9.5819403e+00   1.1550364e+01   7.3927373e+00   2.9403411e+00
   9.9605541e+00   1.0953222e+01   6.8472695e+00   3.4180409e+00
   1.0121903e+01   1.1250823e+01   7.1972352e+00   3.4373208e+00
   9.1208806e+00   1.1497971e+01   7.2950556e+00   3.0961090e+00
   9.5743084e+00   1.1924550e+01   7.1318614e+00   3.2861013e+00
   9.3222761e+00   1.1849597e+01   6.7372592e+00   2.9451418e+00
   9.3129142e+00   1.1688654e+01   7.5762071e+00   3.1203917e+00
   9.8644187e+00   1.1166117e+01   7.4854819e+00   2.9239843e+00
   9.3328954e+00   1.1299458e+01   7.2942167e+00   2.9270324e+00
   9.5734988e+00   1.1223199e+01   7.0604998e+00   3.0970350e+00
   9.1846524e+00   1.1850396e+01   7.5212671e+00   3.1362835e+00
