   7.2469086e+02   1.3081904e+03
   6.0869875e+02   5.6560215e+02
   7.4214133e+02   1.0844861e+03
   7.1802368e+02   1.1911130e+03
   8.3670396e+02   1.6195079e+03
   7.2819930e+02   1.1546079e+03
   6.9919120e+02   1.3314330e+03
   7.3906876e+02   1.1837832e+03
   7.1249400e+02   1.1173342e+03
   6.8310789e+02   5.2591519e+02
   7.1649162e+02   1.0927970e+03
   6.9760617e+02   7.6688883e+02
   6.4873417e+02   8.8452170e+02
   7.4145294e+02   1.1947935e+03
   6.8694748e+02   1.0087690e+03
   6.6721814e+02   7.7715115e+02
   6.7744429e+02   1.1882303e+03
   6.6385343e+02   8.1576321e+02
   7.6493908e+02   1.0269061e+03
   7.4772423e+02   1.3708125e+03
   6.7057480e+02   1.0663775e+03
   6.8378917e+02   8.7713362e+02
   6.8423991e+02   1.3002771e+03
   7.5361126e+02   1.3848391e+03
   7.0763303e+02   1.1610048e+03
   7.6691755e+02   9.4094356e+02
   7.7430632e+02   1.3664844e+03
   7.1114945e+02   1.0369719e+03
   6.7891967e+02   7.0185293e+02
   7.8562083e+02   1.2327271e+03
   6.7816724e+02   8.5061473e+02
   7.3082125e+02   1.2579052e+03
   7.1169695e+02   7.3353061e+02
   6.9695343e+02   1.2765372e+03
   7.8497460e+02   1.2726515e+03
   7.8284656e+02   9.2305078e+02
   7.5575826e+02   1.2984567e+03
   7.6409604e+02   9.2483786e+02
   6.9446039e+02   9.3838152e+02
   6.3860036e+02   8.9896942e+02
   7.6183654e+02   1.0595836e+03
   7.6678392e+02   1.1541130e+03
   7.1875013e+02   1.2692115e+03
   7.2583749e+02   8.1981806e+02
   6.8139040e+02   1.3616147e+03
   7.3669947e+02   5.9068751e+02
   7.4084122e+02   1.0632390e+03
   7.8984253e+02   1.5478323e+03
   7.3465012e+02   7.6883448e+02
   7.1854912e+02   7.6875737e+02
   7.6761710e+02   1.3399310e+03
   8.3542283e+02   1.0167997e+03
   7.9759702e+02   1.3734472e+03
   8.1495284e+02   1.2805133e+03
   7.1288354e+02   1.0657414e+03
   7.3402833e+02   1.3431352e+03
   6.7296123e+02   5.4830305e+02
   7.2054416e+02   7.6841032e+02
   7.0155744e+02   1.0349623e+03
   7.0433786e+02   1.1156359e+03
   7.3964443e+02   1.2110636e+03
   7.3847331e+02   6.9948338e+02
   7.9842984e+02   1.4515201e+03
   7.0518395e+02   1.1204881e+03
   6.7409195e+02   9.1550427e+02
   7.2270321e+02   1.2506945e+03
   6.9755866e+02   1.1995357e+03
   6.5276233e+02   1.1889070e+03
   7.1219980e+02   1.2836036e+03
   6.7884597e+02   1.0882961e+03
   7.0508626e+02   8.8765356e+02
   7.2697520e+02   1.0480456e+03
   7.0118720e+02   1.2729899e+03
   7.3839465e+02   1.0327508e+03
   6.4233043e+02   5.2265508e+02
   7.2687486e+02   8.4984025e+02
   7.3331775e+02   7.1710793e+02
   7.0532975e+02   8.4970108e+02
   6.9737780e+02   8.5320095e+02
   6.9307966e+02   8.6525078e+02
   7.7745290e+02   1.2333404e+03
   8.2917849e+02   1.6262588e+03
   7.2830975e+02   1.0865720e+03
   7.5460096e+02   9.9847577e+02
   6.9477381e+02   7.3558828e+02
   7.3873001e+02   1.0132434e+03
   6.9986913e+02   1.3395775e+03
   7.9362576e+02   1.3803564e+03
   7.5046946e+02   1.3247713e+03
   7.4855170e+02   1.2857984e+03
   7.8910284e+02   1.1828551e+03
   7.0850550e+02   8.8330561e+02
   7.4104279e+02   1.6477756e+03
   6.9089678e+02   8.4401338e+02
   7.3958028e+02   1.0407426e+03
   7.9282604e+02   1.1392629e+03
   7.2331858e+02   1.1123753e+03
   6.9333286e+02   1.3218943e+03
   7.3275031e+02   9.1121347e+02
   7.2750520e+02   1.1027402e+03
   7.0242159e+02   1.0720700e+03
   8.2083002e+02   1.2134357e+03
   7.2019246e+02   1.0986414e+03
   7.3248853e+02   1.0467090e+03
   8.2120519e+02   1.6097250e+03
   7.3610651e+02   8.6707419e+02
   7.0045800e+02   9.0732843e+02
   6.8003208e+02   7.0203048e+02
   7.6738266e+02   1.4100415e+03
   7.1436196e+02   1.2573083e+03
   7.0993324e+02   1.1607504e+03
   7.4609951e+02   9.6249638e+02
   7.2307231e+02   1.1693923e+03
   7.9539845e+02   1.5075892e+03
   6.8236655e+02   7.5847323e+02
   7.3917546e+02   1.0825991e+03
   6.6569073e+02   5.0196187e+02
   7.4499200e+02   1.2102749e+03
   7.4654145e+02   1.1826900e+03
   7.4552014e+02   1.0961869e+03
   6.7713860e+02   8.7421664e+02
   6.9626875e+02   1.1038296e+03
   7.3261530e+02   1.3803825e+03
   7.3918081e+02   9.0473730e+02
   7.5688472e+02   8.2357054e+02
   7.1465640e+02   1.1396854e+03
   7.4873509e+02   4.8699249e+02
   7.0822936e+02   9.1992602e+02
   7.2370334e+02   1.3549339e+03
   7.1493808e+02   1.0862370e+03
   7.8006041e+02   1.6932793e+03
   7.3502985e+02   9.9817157e+02
   7.2812928e+02   9.4803487e+02
   6.7820280e+02   7.1579731e+02
   7.5324951e+02   1.4048549e+03
   6.7584152e+02   7.3616484e+02
   7.1245727e+02   9.2063418e+02
   7.9731723e+02   1.2578879e+03
   7.0375759e+02   8.9998219e+02
   7.0571607e+02   7.7481430e+02
   7.1471555e+02   8.7649543e+02
   6.9036141e+02   1.4088821e+03
   7.6496806e+02   9.8484005e+02
   7.5094561e+02   1.1157781e+03
   6.4634344e+02   8.6463836e+02
   7.5134412e+02   1.0792027e+03
   7.2891659e+02   8.0220350e+02
   7.8103555e+02   1.4901950e+03
   6.4629301e+02   9.4035099e+02
   6.9231993e+02   9.9893651e+02
   6.9891163e+02   8.2734894e+02
   7.4273481e+02   1.2034319e+03
   6.4675013e+02   1.0711967e+03
   7.7764916e+02   1.1261073e+03
   6.8413172e+02   7.4126128e+02
   6.7358726e+02   1.0570178e+03
   7.3749519e+02   1.1085275e+03
   7.2906426e+02   9.6666979e+02
   7.1243434e+02   7.3834945e+02
   6.5099126e+02   9.7248145e+02
   7.0262421e+02   9.9378507e+02
   7.2879144e+02   1.2060212e+03
   7.5639532e+02   1.2540416e+03
   7.2162808e+02   7.4609562e+02
   7.1228275e+02   1.3075157e+03
   6.9475307e+02   1.3824687e+03
   7.8534766e+02   9.6618438e+02
   7.1801004e+02   1.2461895e+03
   7.5335843e+02   1.4754933e+03
   7.4381798e+02   1.0146860e+03
   7.5393022e+02   1.2223109e+03
   7.9294075e+02   1.1206851e+03
   7.2920576e+02   1.2612219e+03
   7.1108590e+02   1.1626879e+03
   7.1605458e+02   8.4192351e+02
   6.4995483e+02   7.9235721e+02
   8.0982352e+02   1.3797778e+03
   7.8672746e+02   1.2861758e+03
   7.3553346e+02   8.2481444e+02
   7.1526125e+02   1.1631496e+03
   8.1285026e+02   1.4282912e+03
   6.9998428e+02   5.8851545e+02
   7.3428206e+02   1.3583784e+03
   7.0539409e+02   1.0594583e+03
   7.7760250e+02   1.0834341e+03
   7.3936621e+02   7.9563121e+02
   7.6234213e+02   1.0021534e+03
   7.0272881e+02   9.4750434e+02
   8.5700603e+02   1.4515310e+03
   6.9807642e+02   9.5875333e+02
   7.6183210e+02   1.1745173e+03
   7.3875261e+02   9.1969367e+02
   7.7741400e+02   1.5909817e+03
   8.1087429e+02   1.3316341e+03
   7.7451682e+02   1.1440780e+03
   7.2814240e+02   1.1158332e+03
   6.9238592e+02   9.7053813e+02
   7.7736869e+02   1.3082009e+03
   7.6087721e+02   7.7969320e+02
   7.6930769e+02   1.0825920e+03
   7.7316303e+02   1.1780688e+03
   6.9811088e+02   7.5462928e+02
   7.1470468e+02   9.4025295e+02
   7.1113364e+02   1.2445970e+03
   7.3049969e+02   8.6009085e+02
   7.2630774e+02   9.1083012e+02
   7.1413497e+02   7.6376238e+02
   7.2164694e+02   1.1937347e+03
   7.0446350e+02   8.7226230e+02
   7.3307673e+02   1.2746040e+03
   7.4284108e+02   1.0270809e+03
