   3.9068464e+02   9.9445226e+02
   4.5007542e+02   1.0600324e+03
   4.7524450e+02   1.1179502e+03
   4.9990393e+02   1.0681378e+03
   4.3239587e+02   1.0782972e+03
   3.1358407e+02   9.1807498e+02
   4.4543363e+02   1.1141325e+03
   4.7859127e+02   9.7797685e+02
   5.1029708e+02   1.0882878e+03
   3.9155788e+02   9.6392141e+02
   4.6883933e+02   9.4992251e+02
   4.0985161e+02   1.0161198e+03
   5.7736357e+02   1.1790963e+03
   4.9997245e+02   9.9693546e+02
   3.4935282e+02   1.1170479e+03
   4.1567235e+02   1.0203636e+03
   4.2500382e+02   8.2646408e+02
   6.9576424e+02   1.2755953e+03
   2.7323763e+02   7.7000939e+02
   3.5686692e+02   1.0766809e+03
   3.8937251e+02   1.0277883e+03
   4.9510389e+02   9.2997612e+02
   4.6868053e+02   1.1685589e+03
   3.8567089e+02   9.4571123e+02
   3.1889461e+02   7.3556189e+02
   3.7523924e+02   1.0057755e+03
   5.9971589e+02   1.1230864e+03
   5.7435413e+02   1.2465511e+03
   3.3903504e+02   8.5221321e+02
   5.6238464e+02   1.1558386e+03
   5.2251621e+02   1.1663250e+03
   4.0305820e+02   9.4179883e+02
   5.8449136e+02   1.1945439e+03
   5.0698064e+02   1.1266494e+03
   4.2964002e+02   9.1050443e+02
   4.1987743e+02   9.2087844e+02
   3.1204966e+02   8.2530636e+02
   3.4351741e+02   9.7247914e+02
   4.9994287e+02   8.8172016e+02
   3.3739995e+02   8.4991098e+02
   5.0845478e+02   1.0464496e+03
   3.8407853e+02   9.1025417e+02
   4.3611327e+02   9.0446740e+02
   4.4233664e+02   1.0425411e+03
   4.4162142e+02   9.3382321e+02
   4.0611358e+02   8.6833282e+02
   5.7381397e+02   1.2092018e+03
   4.3565138e+02   1.1693056e+03
   4.5612211e+02   9.5204743e+02
   1.2872915e+02   6.3396779e+02
   4.3238556e+02   1.0414233e+03
   4.8422520e+02   1.0925452e+03
   4.7097559e+02   1.0299299e+03
   5.4270020e+02   1.1800196e+03
   5.6053626e+02   1.0277639e+03
   5.2166736e+02   1.2546293e+03
   4.6956630e+02   1.0460519e+03
   3.6950158e+02   8.9654302e+02
   4.1289299e+02   9.4137237e+02
   2.6503688e+02   7.5103014e+02
   5.3576993e+02   1.0282430e+03
   3.9893534e+02   8.2590218e+02
   4.7365367e+02   1.0130460e+03
   3.4719024e+02   1.0714986e+03
   3.6415521e+02   9.8634992e+02
   4.6576225e+02   8.4963063e+02
   4.5153355e+02   1.0702470e+03
   3.5540324e+02   9.3622018e+02
   4.5019224e+02   9.8040351e+02
   6.0123602e+02   1.1362992e+03
   6.6744358e+02   1.0366586e+03
   4.0201795e+02   1.0595280e+03
   5.2939052e+02   1.0602186e+03
   4.6921823e+02   9.6725671e+02
